,Clusters,hsa_mir_375,hsa_mir_5698,hsa_mir_205,hsa_mir_149,hsa_mir_129_1,hsa_mir_129_2,hsa_mir_6510,hsa_mir_204,hsa_mir_944
TCGA-MP-A4SY,C2,4214.998046,3.913006,233.169125,21.406445,2.531945,1.381061,2.992299,8.516543,0.69053
TCGA-MP-A4T4,C3,9775.771331,11.311277,75.045974,25.015325,0.435049,0,0.435049,4.568016,3.697918
TCGA-MP-A4T6,C2,34953.29635,10.641316,167.375276,21.102271,0.180361,0.180361,9.018064,0.901806,2.344697
TCGA-MP-A4T7,C3,25777.19508,0.954888,16.710536,19.575199,0.954888,0.477444,0.954888,4.774439,0.954888
TCGA-MP-A4T8,C2,36200.37395,2.492988,97.22655,62.636335,0.934871,0.311624,0,2.804612,0
TCGA-MP-A4T9,C3,9878.897619,1.077306,1511.699964,88.099705,2.394014,3.231919,1.79551,4.907728,1.197007
TCGA-MP-A4TA,C3,6505.401742,4.538413,426.404484,48.684789,0.825166,1.650332,0,6.807619,2.475498
TCGA-MP-A4TC,C2,10521.14999,4.811286,558.675187,114.4803,0,0.424525,0.707542,0.84905,4.103744
TCGA-MP-A4TD,C2,34729.89311,1.05477,241.278698,46.146199,4.219081,3.164311,0,26.369257,0.263693
TCGA-MP-A4TE,C1,232749.7113,1.425787,5.499463,5.703147,0.407368,0,0.203684,0.814735,0.407368
TCGA-MP-A4TF,C2,14570.65398,1.009034,23.005977,27.445727,1.412648,1.816261,1.614455,0.403614,0.201807
TCGA-MP-A4TH,C3,39080.99007,5.13576,20.971018,18.831118,1.06995,0.85596,2.56788,5.777729,0.85596
TCGA-MP-A4TI,C2,2431.342514,0.243219,1757.138398,10.580043,1.459316,1.580926,0.12161,0.486439,6.688533
TCGA-MP-A4TJ,C3,60288.99594,1.374522,760.935214,13.745217,0.824713,2.199235,1.92433,2.749043,3.023948
TCGA-MP-A4TK,C2,11405.34082,1.70969,97.594794,109.847571,0.712371,1.139793,0.712371,4.274225,9.118346
TCGA-MP-A5C7,C1,105915.7875,18.696963,228.69578,3.420176,75.015864,95.536921,0,7.296376,0.228012
TCGA-NC-A5HD,C5,1496.221981,1.044301,62633.76841,254.809397,1.827526,0.52215,20.886016,240.711336,231.834779
TCGA-NC-A5HE,C5,148.387561,2.135073,12342.42896,38.217803,1.494551,1.708058,1.921566,9.821335,16.867075
TCGA-NC-A5HF,C4,4688.191172,0.90337,31265.34789,229.757201,6.323593,4.516852,11.141568,1.505617,510.103144
TCGA-NC-A5HI,C4,847.640066,0,19401.40623,329.654438,2.694723,1.796482,41.618498,0.598827,554.813509
TCGA-NC-A5HJ,C3,26728.26489,5.488784,89.509394,31.666059,0.211107,1.266642,0,5.277677,1.055535
TCGA-NC-A5HK,C5,3173.514769,1.738383,35568.28224,139.263795,0.772615,0.579461,0.579461,0,247.623003
TCGA-NC-A5HL,C5,1019.793245,0,21683.00844,56.93263,0.665879,0.998818,1.997636,1.331757,156.481497
TCGA-NC-A5HM,C4,836.035268,0,27953.47932,300.302494,3.436938,7.733111,12.888519,1.288852,154.662228
TCGA-NC-A5HN,C4,82.556689,1.079172,57720.61522,273.030618,8.633379,5.395862,2.158345,0,397.675031
TCGA-NC-A5HO,C5,88.330264,1.090497,35842.82157,423.839866,0.363499,0,23.627437,2.180994,119.954679
TCGA-NC-A5HP,C4,1352.201596,0.219763,15311.76565,96.915473,1.538341,1.758104,2.19763,3.735971,86.36685
TCGA-NC-A5HQ,C5,1829.517988,1.816543,12252.83991,150.254031,1.038024,1.29753,62.800476,3.892591,376.543348
TCGA-NC-A5HR,C5,4292.246123,0.340681,23992.15342,135.931915,8.517037,7.835674,10.220445,50.420861,111.402848
TCGA-NC-A5HT,C4,2595.984302,0.423454,15437.6481,91.042594,1.693816,2.540724,87.86669,6.563536,169.593298
TCGA-NJ-A4YF,C1,12277.59466,10.507923,83.60652,92.743845,0.913732,0.228433,0,2.284331,0.456866
TCGA-NJ-A4YG,C2,9507.732168,2.546188,17.287273,15.545145,0.938069,1.340099,1.474109,5.762424,0.536039
TCGA-NJ-A4YI,C2,12270.64075,0.71526,200.272764,36.120624,2.324595,1.78815,0.178815,2.324595,3.397484
TCGA-NJ-A55A,C3,27572.01254,2.802917,1483.023293,162.849468,1.121167,0.560583,10.651084,19.059834,4.204375
TCGA-NJ-A55O,C3,21702.41751,0.703664,9.851302,10.789521,1.876438,2.110993,0,9.147637,1.407329
TCGA-NJ-A55R,C1,156541.7028,1.350007,10.530056,26.730142,21.600115,25.380135,0,6.210033,0.540003
TCGA-NJ-A7XG,C2,18347.34235,2.313862,81.472298,4.018813,0.365347,0.730693,0.243564,0.852475,6.08911
TCGA-NK-A5CR,C4,1644.102077,0,11366.24431,197.696237,3.86797,2.793534,5.37218,35.886165,399.690219
TCGA-NK-A5CT,C3,2112.108221,1.644304,11383.10408,299.468828,2.05538,1.849842,0.616614,0.411076,199.371835
TCGA-NK-A7XE,C5,329.883522,0.26518,26407.38812,270.218094,2.121437,2.386617,59.400248,12.198265,86.183396
TCGA-O1-A52J,C3,33416.34906,2.842119,13.435474,9.818231,0,0.258374,0.775123,27.129322,1.033498
TCGA-O2-A52N,C5,1148.478931,0.713046,31403.2454,169.942557,3.089865,2.139137,0.475364,1.188409,95.072759
TCGA-O2-A52Q,C2,1602.332553,0.692152,1776.062778,16.438617,0.86519,0.346076,0.692152,0.346076,2.941647
TCGA-O2-A52V,C5,566.103599,0.304602,8676.752256,252.210804,4.873639,4.416735,21.931374,5.02594,111.179884
TCGA-O2-A5IB,C5,43175.19183,1.301107,149.255562,9.665366,3.345704,2.416342,2.230469,0.185872,0.557617
TCGA-S2-AA1A,C3,38882.93546,1.142652,35.23178,3.999283,1.904421,1.904421,0.380884,12.95006,1.713979
